"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"22550099999","2024-01-01","64.600281","40.716667","18.89","TALAGI, RS","  -7.8","24"," -11.8","24","9999.9"," 0","999.9"," 0","  5.4","24","  3.6","24","  7.8","999.9","   3.2","*"," -23.8","*"," 0.03","F"," 16.5","001000"
"22550099999","2024-01-02","64.600281","40.716667","18.89","TALAGI, RS"," -22.1","24"," -27.1","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.8","24","  5.8","999.9","  -5.8","*"," -32.8","*"," 0.00","E"," 17.3","001000"
"22550099999","2024-01-03","64.600281","40.716667","18.89","TALAGI, RS"," -11.1","24"," -15.7","24","9999.9"," 0","999.9"," 0","  5.8","24","  3.5","24","  5.8","999.9","  -0.4","*"," -30.3"," "," 0.01","F"," 17.3","001000"
"22550099999","2024-01-04","64.600281","40.716667","18.89","TALAGI, RS","  -7.9","24"," -12.3","24","9999.9"," 0","999.9"," 0","  6.1","24","  3.9","24","  5.8","999.9","  -2.2","*"," -18.8"," "," 0.00","E"," 17.3","001000"
"22550099999","2024-01-05","64.600281","40.716667","18.89","TALAGI, RS"," -17.0","24"," -21.9","24","9999.9"," 0","999.9"," 0","  6.2","24","  2.3","24","  3.9","999.9","  -9.4","*"," -22.0","*"," 0.00","E"," 17.3","000000"
"22550099999","2024-01-06","64.600281","40.716667","18.89","TALAGI, RS","  -7.2","24"," -11.4","24","9999.9"," 0","999.9"," 0","  5.7","24","  1.8","24","  3.9","999.9","   3.2","*"," -18.4","*"," 0.02","E","999.9","001000"
"22550099999","2024-01-07","64.600281","40.716667","18.89","TALAGI, RS","  11.0","24","   9.2","24","9999.9"," 0","999.9"," 0","  5.4","24","  7.7","24"," 11.7","999.9","  19.4","*","  -5.3"," "," 0.01","F"," 17.3","001000"
"22550099999","2024-01-08","64.600281","40.716667","18.89","TALAGI, RS","  13.3","24","  10.8","24","9999.9"," 0","999.9"," 0","  4.5","24","  7.7","24"," 11.7"," 19.4","  21.2","*","   6.8","*"," 0.19","F"," 17.3","001000"
"22550099999","2024-01-09","64.600281","40.716667","18.89","TALAGI, RS","   4.5","24","   1.6","24","9999.9"," 0","999.9"," 0","  2.7","24","  1.2","24","  3.9","999.9","  14.0","*","  -4.0","*"," 0.00","F"," 18.1","101000"
"22550099999","2024-01-10","64.600281","40.716667","18.89","TALAGI, RS","   6.5","24","   4.4","24","9999.9"," 0","999.9"," 0","  4.4","24","  1.7","24","  7.8","999.9","  15.8","*","  -5.8","*"," 0.01","E"," 18.1","101000"
"22550099999","2024-01-11","64.600281","40.716667","18.89","TALAGI, RS","   3.4","24","   0.0","24","9999.9"," 0","999.9"," 0","  5.7","24","  4.0","24"," 13.6"," 23.3","  10.6"," "," -14.8","*"," 0.01","E","999.9","001000"
"22550099999","2024-01-12","64.600281","40.716667","18.89","TALAGI, RS","  -2.1","24","  -5.5","24","9999.9"," 0","999.9"," 0","  5.0","24","  1.5","24"," 13.6","999.9","  21.2","*"," -16.6","*"," 0.00","H"," 18.5","101000"
"22550099999","2024-01-13","64.600281","40.716667","18.89","TALAGI, RS","  13.5","24","  10.2","24","9999.9"," 0","999.9"," 0","  5.0","24"," 11.8","24"," 19.4","999.9","  21.2","*","  10.2","*"," 0.00","E","999.9","001000"
"22550099999","2024-01-14","64.600281","40.716667","18.89","TALAGI, RS","   6.6","24","   3.4","24","9999.9"," 0","999.9"," 0","  5.7","24","  5.3","24","  9.7","999.9","  14.0","*","  -4.0","*"," 0.04","F"," 18.5","001000"
"22550099999","2024-01-15","64.600281","40.716667","18.89","TALAGI, RS","   1.6","24","  -2.0","24","9999.9"," 0","999.9"," 0","  5.5","24","  7.3","24"," 11.7","999.9","   3.6"," ","  -4.0","*"," 0.04","F"," 18.1","001000"
"22550099999","2024-01-16","64.600281","40.716667","18.89","TALAGI, RS","   6.9","24","   3.4","24","9999.9"," 0","999.9"," 0","  4.9","24"," 10.6","24"," 13.6","999.9","  12.2","*","   1.4","*"," 0.10","F"," 18.1","001000"
"22550099999","2024-01-17","64.600281","40.716667","18.89","TALAGI, RS","  11.7","24","   8.9","24","9999.9"," 0","999.9"," 0","  5.8","24","  6.2","24"," 11.7","999.9","  14.2"," ","   1.4","*"," 0.04","F"," 18.1","001000"
"22550099999","2024-01-18","64.600281","40.716667","18.89","TALAGI, RS","   3.8","24","   0.3","24","9999.9"," 0","999.9"," 0","  5.4","24","  6.4","24"," 11.7","999.9","  13.5"," ","  -5.8","*"," 0.06","F"," 19.3","001000"
"22550099999","2024-01-19","64.600281","40.716667","18.89","TALAGI, RS","  13.8","24","  11.0","24","9999.9"," 0","999.9"," 0","  4.4","24","  8.9","24"," 15.5"," 27.2","  17.6","*","  -3.6"," "," 0.16","F"," 20.1","001000"
"22550099999","2024-01-20","64.600281","40.716667","18.89","TALAGI, RS","   5.8","24","   1.3","24","9999.9"," 0","999.9"," 0","  5.3","24","  6.9","24"," 13.6","999.9","  17.6","*","  -4.4","*"," 0.05","F"," 19.3","001000"
"22550099999","2024-01-21","64.600281","40.716667","18.89","TALAGI, RS","  -4.1","24","  -8.0","24","9999.9"," 0","999.9"," 0","  6.0","24","  3.3","24","  7.8","999.9","   5.0","*"," -14.8"," "," 0.00","F"," 19.3","001000"
"22550099999","2024-01-22","64.600281","40.716667","18.89","TALAGI, RS","  14.8","24","  13.0","24","9999.9"," 0","999.9"," 0","  5.0","24","  7.4","24"," 11.7"," 19.4","  23.0","*"," -11.7"," "," 0.16","F"," 20.1","001000"
