"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"A0001553129","2019-01-01","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  23.7","24","   8.4","24","9999.9"," 0","849.3","24"," 10.0","24","  6.6","24"," 13.0"," 19.0","  32.0","*","   6.8","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-02","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  18.9","24","   3.6","24","9999.9"," 0","854.7","24"," 10.0","24","  3.3","24"," 11.1"," 14.0","  37.4","*","   3.2","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-03","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  22.8","24","   9.1","24","9999.9"," 0","857.1","24"," 10.0","24","  2.3","24","  7.0","999.9","  48.2","*","   8.6","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-04","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  30.6","24","  14.7","24","9999.9"," 0","855.3","24"," 10.0","24","  5.1","24"," 13.0"," 15.9","  53.6","*","  17.6","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-05","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  33.2","24","  18.4","24","9999.9"," 0","852.5","24"," 10.0","24","  5.9","24","  8.9","999.9","  46.4","*","  23.0","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-06","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  34.5","24","  31.8","24","9999.9"," 0","848.9","24","  6.6","24","  3.0","24","  8.9","999.9","  39.2","*","  32.0","*","99.99"," ","999.9","011000"
"A0001553129","2019-01-07","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  34.5","24","  33.1","24","9999.9"," 0","853.8","24","  9.8","24","  3.4","24","  7.0","999.9","  39.2","*","  32.0","*","99.99"," ","999.9","010000"
"A0001553129","2019-01-08","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  39.3","24","  33.0","24","9999.9"," 0","859.1","24"," 10.0","24","  5.5","24"," 15.0"," 22.0","  53.6","*","  32.0","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-09","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  45.0","24","  30.6","24","9999.9"," 0","857.7","24"," 10.0","24","  9.0","24"," 13.0"," 19.0","  55.4","*","  41.0","*"," 0.00","I","999.9","000000"
"A0001553129","2019-01-10","36.95972","-113.01389","1485.6","COLORADO CITY MUNICIPAL AIRPORT, AZ US","  37.9","21","  31.6","21","9999.9"," 0","855.3","21"," 10.0","21","  4.6","21"," 12.0"," 20.0","  53.6","*","  30.2","*"," 0.00","I","999.9","000000"
